latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
33.757,-91.678,328.3,3,1.7,2001-10-30,1742,T,81,5.1,292.9,172.4
33.077,-88.999,312.1,4.7,2,2001-10-30,1742,T,53,5.1,291,147.1
33.077,-89.006,310.8,4.7,2,2001-10-30,1742,T,44,5.1,291,130.3
33.541,-92.385,316,2.8,1.6,2001-10-30,1742,T,65,5.1,291.5,90.7
32.378,-89.802,322.9,4.3,1.9,2001-10-30,1742,T,76,5.1,291.8,230
32.376,-89.807,326.1,4.3,1.9,2001-10-30,1742,T,79,5.1,291.8,268.1
33.163,-93.611,328.2,2.3,1.5,2001-10-30,1742,T,81,5.1,292,120.4
33.154,-93.621,331.3,2.3,1.5,2001-10-30,1742,T,84,5.1,292.5,136.8
32.969,-93.025,310,2.6,1.5,2001-10-30,1742,T,24,5.1,291.7,54.3
32.963,-92.998,329.1,2.6,1.6,2001-10-30,1742,T,82,5.1,292,146.7
33.066,-93.595,356.6,2.4,1.5,2001-10-30,1742,T,98,5.1,294.1,310.6
33.061,-93.571,349,2.4,1.5,2001-10-30,1742,T,89,5.1,293.5,249.3
32.971,-93.001,321,2.6,1.6,2001-10-30,1742,T,73,5.1,291.3,99.5
32.957,-93.005,321.5,2.6,1.6,2001-10-30,1742,T,74,5.1,291.7,102.5
33.065,-93.575,318.1,2.4,1.5,2001-10-30,1742,T,69,5.1,292.1,75.7
33.057,-93.603,342.4,2.4,1.5,2001-10-30,1742,T,91,5.1,292.9,199
33.052,-93.579,363,2.4,1.5,2001-10-30,1742,T,100,5.1,294.4,373.5
33.056,-94.494,348.3,2.1,1.4,2001-10-30,1742,T,94,5.1,295.4,202.1
32.699,-93.438,346.1,2.5,1.5,2001-10-30,1742,T,93,5.1,293.7,244.6
32.694,-93.413,320.7,2.5,1.5,2001-10-30,1742,T,73,5.1,292.9,91.4
32.692,-93.446,337.8,2.5,1.5,2001-10-30,1742,T,88,5.1,293,181.2
32.686,-93.42,326.3,2.5,1.5,2001-10-30,1742,T,79,5.1,293.5,114.5
31.869,-90.252,317.1,4.2,1.9,2001-10-30,1742,T,67,5.1,290.9,165.6
31.866,-90.261,324.7,4.2,1.9,2001-10-30,1742,T,78,5.1,291.3,242.4
32.427,-93.518,312.7,2.5,1.5,2001-10-30,1742,T,55,5.1,292,54.7
31.835,-92.495,312.1,3,1.6,2001-10-30,1742,T,53,5.1,290.8,80.2
31.835,-92.502,316.3,3,1.6,2001-10-30,1742,T,66,5.1,290.9,98.3
31.181,-90.055,320,4.5,2,2001-10-30,1742,T,72,5.1,291.9,208.8
31.18,-90.06,320.8,4.5,2,2001-10-30,1742,T,73,5.1,291.8,210.1
32.884,-98.419,311.6,1.2,1.1,2001-10-30,1742,T,50,5.1,299.2,13.4
31.569,-92.357,315.8,3.1,1.7,2001-10-30,1742,T,64,5.1,291.9,98.6
31.571,-92.364,311.1,3.1,1.7,2001-10-30,1742,T,46,5.1,291.8,77.7
30.947,-90.246,328.3,4.4,1.9,2001-10-30,1742,T,81,5.1,292.5,292.1
30.936,-90.201,335.2,4.5,1.9,2001-10-30,1742,T,87,5.1,293.1,388
30.946,-90.254,319.1,4.4,1.9,2001-10-30,1742,T,71,5.1,292.3,190.7
30.935,-90.209,334.1,4.5,1.9,2001-10-30,1742,T,86,5.1,293.3,372.5
31.423,-93.657,330.8,2.6,1.5,2001-10-30,1742,T,0,5.1,292.2,154.2
31.417,-93.664,327.3,2.6,1.5,2001-10-30,1742,T,0,5.1,291.5,132.6
32.316,-98.816,320,1.2,1.1,2001-10-30,1742,T,72,5.1,301,20
32.312,-98.811,316.8,1.2,1.1,2001-10-30,1742,T,67,5.1,300.8,16.2
31.199,-93.423,314.4,2.7,1.6,2001-10-30,1742,T,61,5.1,293.1,73.9
31.195,-93.429,311.9,2.7,1.6,2001-10-30,1742,T,52,5.1,293.1,60.2
31.011,-93.78,319,2.6,1.5,2001-10-30,1742,T,70,5.1,294.1,86.1
31.791,-98.061,326.2,1.3,1.1,2001-10-30,1743,T,79,5.1,296.7,42.5
30.931,-94.348,319.2,2.4,1.5,2001-10-30,1743,T,71,5.1,293.2,75.3
30.917,-94.351,311.2,2.4,1.5,2001-10-30,1743,T,44,5.1,292.4,43.8
30.922,-94.357,320.5,2.4,1.5,2001-10-30,1743,T,68,5.1,292.8,76.7
30.917,-94.333,317.4,2.4,1.5,2001-10-30,1743,T,52,5.1,293.7,64.9
30.594,-94.148,324.2,2.5,1.5,2001-10-30,1743,T,77,5.1,292.3,111
30.6,-94.152,315.4,2.5,1.5,2001-10-30,1743,T,52,5.1,291.9,65
30.595,-94.126,310.1,2.5,1.5,2001-10-30,1743,T,12,5.1,291.5,44.7
31.501,-99.358,314.4,1.2,1.1,2001-10-30,1743,T,61,5.1,300.5,10.8
31.499,-99.346,317.3,1.2,1.1,2001-10-30,1743,T,68,5.1,300.6,14.3
30.377,-94.005,343.7,2.6,1.5,2001-10-30,1743,T,92,5.1,294.3,239.1
30.384,-94.008,336.6,2.6,1.5,2001-10-30,1743,T,88,5.1,294.8,185.2
29.963,-98.012,310.2,1.4,1.2,2001-10-30,1743,T,32,5.1,294,18.7
30.111,-98.896,318.2,1.3,1.1,2001-10-30,1743,T,69,5.1,294.9,25.4
28.964,-97.83,310.9,1.5,1.2,2001-10-30,1743,T,44,5.1,296.4,16.7
28.267,-96.905,311.6,1.8,1.3,2001-10-30,1743,T,50,5.1,296.1,21.6
26.885,-101.461,323.5,1.1,1,2001-10-30,1744,T,76,5.1,305.2,17.5
26.884,-101.45,318.9,1.1,1,2001-10-30,1744,T,69,5.1,304.2,11.4
26.878,-101.418,317,1.1,1,2001-10-30,1744,T,67,5.1,303.7,10.5
26.84,-107.401,312.5,1.4,1.2,2001-10-30,1744,T,53,5.1,298.1,16
26.041,-109.378,322.1,1.8,1.3,2001-10-30,1744,T,57,5.1,303.3,23.8
36.434,-76.147,316.6,1.1,1,2001-10-31,306,T,91,5.1,289.1,31.8
36.432,-76.16,308.7,1.1,1,2001-10-31,306,T,62,5.1,285,22.5
26.887,-101.414,315,1.7,1.3,2001-10-31,442,T,87,5.1,289.2,42.3
26.885,-101.42,308.7,1.7,1.3,2001-10-31,442,T,62,5.1,289.2,29.1
26.89,-101.456,305.3,1.7,1.3,2001-10-31,442,T,28,5.1,289.6,22.6
29.03,-95.3,307.9,1,1,2001-10-31,442,T,57,5.1,286.5,16
31.16,-90.45,314.9,2,1.4,2001-10-31,443,T,87,5.1,280.8,68.8
44.917,-123.39,307.4,1.1,1,2001-10-31,625,T,54,5.1,281.1,20.8
44.915,-123.404,309.2,1.1,1,2001-10-31,625,T,65,5.1,281.3,22.8
41.191,-84.844,313.9,1,1,2001-10-31,1644,T,60,5.1,289.5,16.9
41.087,-87.531,330.7,1.1,1,2001-10-31,1645,T,83,5.1,289,41.2
38.15,-81.374,316.5,1.4,1.2,2001-10-31,1645,T,66,5.1,293.4,31.9
37.965,-82.618,313.3,1.3,1.1,2001-10-31,1645,T,57,5.1,293.4,19.3
37.708,-81.738,314.7,1.4,1.2,2001-10-31,1645,T,51,5.1,291.7,26.7
37.7,-81.731,311.5,1.4,1.2,2001-10-31,1645,T,34,5.1,290.7,22
37.777,-82.605,312,1.3,1.1,2001-10-31,1645,T,52,5.1,293.1,17.9
37.504,-81.913,311.9,1.4,1.2,2001-10-31,1645,T,52,5.1,292.1,23.3
37.505,-82.088,312.4,1.4,1.2,2001-10-31,1645,T,54,5.1,293,21.9
37.345,-81.622,312.5,1.4,1.2,2001-10-31,1645,T,54,5.1,292.4,25.2
37.317,-81.737,316.5,1.4,1.2,2001-10-31,1645,T,66,5.1,293.8,31.3
37.38,-82.763,314.6,1.3,1.1,2001-10-31,1645,T,62,5.1,293.6,21.9
37.398,-82.918,316.2,1.2,1.1,2001-10-31,1645,T,65,5.1,293.7,23.7
37.388,-82.92,310.8,1.2,1.1,2001-10-31,1645,T,31,5.1,292.9,15.6
37.492,-83.624,314,1.2,1.1,2001-10-31,1645,T,60,5.1,294.2,17.8
37.49,-83.611,317.1,1.2,1.1,2001-10-31,1645,T,67,5.1,294.2,22
37.487,-83.619,315.1,1.2,1.1,2001-10-31,1645,T,63,5.1,294,20.7
37.289,-83.242,314.5,1.2,1.1,2001-10-31,1645,T,61,5.1,293.6,20.4
37.252,-83.734,313.4,1.2,1.1,2001-10-31,1645,T,58,5.1,293.1,17.3
37.243,-83.822,311.3,1.1,1.1,2001-10-31,1645,T,48,5.1,293.6,15
37.281,-84.842,317,1.1,1,2001-10-31,1645,T,67,5.1,292.8,20.3
37.018,-83.709,312,1.2,1.1,2001-10-31,1645,T,52,5.1,293.1,17.1
37.015,-83.802,310.8,1.2,1.1,2001-10-31,1645,T,26,5.1,292.9,13.3
36.984,-83.624,326.7,1.2,1.1,2001-10-31,1645,T,80,5.1,294.1,39.9
36.982,-83.611,314.5,1.2,1.1,2001-10-31,1645,T,61,5.1,292.3,21.4
37.005,-83.805,313.2,1.2,1.1,2001-10-31,1645,T,57,5.1,293.6,16.6
36.807,-83.79,327.2,1.2,1.1,2001-10-31,1646,T,80,5.1,293.2,39.7
36.706,-83.916,316.1,1.2,1.1,2001-10-31,1646,T,52,5.1,292.9,20.3
36.565,-83.117,311,1.3,1.1,2001-10-31,1646,T,27,5.1,293.3,15.7
36.703,-83.923,313.8,1.2,1.1,2001-10-31,1646,T,59,5.1,293.2,18.5
36.726,-89.188,312.7,1.1,1,2001-10-31,1646,T,55,5.1,283,17.1
35.441,-84.436,316.6,1.1,1.1,2001-10-31,1646,T,66,5.1,294.3,21.2
35.598,-85.502,390.5,1,1,2001-10-31,1646,T,100,5.1,301.6,224.5
35.596,-85.491,362.5,1.1,1,2001-10-31,1646,T,100,5.1,297.2,111.2
35.592,-85.468,327.9,1.1,1,2001-10-31,1646,T,81,5.1,293.8,34.8
35.369,-85.517,320.7,1.1,1,2001-10-31,1646,T,73,5.1,292.4,25.9
35.948,-91.102,318.2,1.3,1.1,2001-10-31,1646,T,69,5.1,284,29.9
35.938,-91.103,350.6,1.3,1.1,2001-10-31,1646,T,95,5.1,286.2,107.4
35.937,-91.089,328.9,1.3,1.1,2001-10-31,1646,T,82,5.1,283.7,48.5
35.697,-90.076,314.4,1.2,1.1,2001-10-31,1646,T,61,5.1,284.7,19.6
35.695,-90.064,321.5,1.2,1.1,2001-10-31,1646,T,74,5.1,283.8,29.6
35.676,-90.76,340.7,1.2,1.1,2001-10-31,1646,T,90,5.1,287.5,73.9
34.873,-85.095,327.3,1.1,1,2001-10-31,1646,T,80,5.1,294,36.4
34.516,-85.18,330.5,1.1,1,2001-10-31,1646,T,83,5.1,294.4,42.1
34.397,-85.233,310.8,1.1,1,2001-10-31,1646,T,43,5.1,295,14.4
34.407,-85.531,326.6,1.1,1,2001-10-31,1646,T,80,5.1,295.1,33.5
33.77,-82.827,325.1,1.5,1.2,2001-10-31,1646,T,78,5.1,296.7,48.5
33.622,-83.426,317.1,1.4,1.2,2001-10-31,1646,T,67,5.1,295,28.4
34.362,-90.829,312.8,1.2,1.1,2001-10-31,1646,T,56,5.1,288.8,17.3
33.59,-86.859,312.6,1,1,2001-10-31,1647,T,55,5.1,293.3,14.6
33.482,-86.939,311.7,1,1,2001-10-31,1647,T,50,5.1,298.5,11.2
33.23,-86.156,320.7,1.1,1,2001-10-31,1647,T,63,5.1,299.3,22.7
33.228,-86.144,321.7,1.1,1,2001-10-31,1647,T,74,5.1,296.2,24.4
33.219,-86.146,316.7,1.1,1,2001-10-31,1647,T,47,5.1,295.8,17.7
34.163,-93.622,310,1.7,1.3,2001-10-31,1647,T,21,5.1,282.4,33.7
33.607,-89.156,324.4,1,1,2001-10-31,1647,T,77,5.1,294.4,29.1
33.606,-89.145,384.3,1,1,2001-10-31,1647,T,100,5.1,300.8,192
33.127,-86.092,318.7,1.1,1,2001-10-31,1647,T,70,5.1,294,23.1
33.118,-86.094,327.4,1.1,1,2001-10-31,1647,T,80,5.1,293.3,33.9
33.424,-88.234,314.8,1,1,2001-10-31,1647,T,62,5.1,294.5,16.2
33.423,-88.224,342.1,1,1,2001-10-31,1647,T,91,5.1,295.4,56.2
33.402,-88.278,318,1,1,2001-10-31,1647,T,69,5.1,296.6,20.3
32.867,-85.514,313.3,1.1,1.1,2001-10-31,1647,T,58,5.1,294.5,16.7
33.009,-86.451,325,1,1,2001-10-31,1647,T,78,5.1,298,28.4
33.001,-86.464,324.5,1,1,2001-10-31,1647,T,78,5.1,296.7,28.6
33,-86.453,406.9,1,1,2001-10-31,1647,T,100,5.1,307.8,316.9
32.998,-86.442,325.8,1,1,2001-10-31,1647,T,79,5.1,296,28.9
33.441,-89.718,325.2,1.1,1,2001-10-31,1647,T,78,5.1,294.7,30.2
33.44,-89.707,334.6,1.1,1,2001-10-31,1647,T,86,5.1,294.7,46.3
33.431,-89.709,313.4,1.1,1,2001-10-31,1647,T,58,5.1,294.2,16.2
33.738,-92.886,310.6,1.5,1.2,2001-10-31,1647,T,41,5.1,286,27.5
32.319,-83.095,310.4,1.5,1.2,2001-10-31,1647,T,38,5.1,293.8,18
32.898,-86.515,321.2,1,1,2001-10-31,1647,T,74,5.1,293.6,25.9
32.897,-86.505,335.5,1,1,2001-10-31,1647,T,87,5.1,295.5,47.8
32.576,-85.174,310.9,1.2,1.1,2001-10-31,1647,T,44,5.1,294,15.4
32.957,-87.934,329.9,1,1,2001-10-31,1647,T,83,5.1,293.8,36
32.955,-87.924,312.9,1,1,2001-10-31,1647,T,56,5.1,293.4,15
32.452,-84.813,339.3,1.2,1.1,2001-10-31,1647,T,89,5.1,298,62
33.517,-92.523,321.4,1.5,1.2,2001-10-31,1647,T,74,5.1,286.5,42.3
32.444,-84.828,320.3,1.2,1.1,2001-10-31,1647,T,32,5.1,297.9,24.9
32.442,-84.815,319.9,1.2,1.1,2001-10-31,1647,T,43,5.1,297.8,24.2
33.507,-92.524,322.3,1.5,1.2,2001-10-31,1647,T,75,5.1,286.1,44.5
33.431,-91.825,325.7,1.3,1.1,2001-10-31,1647,T,79,5.1,285.6,48.6
33.116,-89.967,317.1,1.1,1,2001-10-31,1647,T,67,5.1,292.8,22
32.039,-83.351,339.2,1.5,1.2,2001-10-31,1647,T,89,5.1,297.2,83.7
32.036,-83.336,318.8,1.5,1.2,2001-10-31,1647,T,70,5.1,297.3,32.8
32.568,-86.589,311.6,1,1,2001-10-31,1647,T,50,5.1,294.1,12.3
32.728,-88.074,316.5,1,1,2001-10-31,1647,T,66,5.1,293.3,19.4
32.726,-88.064,313.5,1,1,2001-10-31,1647,T,58,5.1,293,16.1
32.094,-84.295,313.4,1.3,1.1,2001-10-31,1647,T,58,5.1,297.4,19
32.694,-89.07,321.4,1,1,2001-10-31,1647,T,74,5.1,295.3,24.1
32.686,-89.078,313.6,1,1,2001-10-31,1647,T,59,5.1,293.5,15.8
32.168,-85.71,329.5,1.1,1.1,2001-10-31,1647,T,82,5.1,296.1,38.3
32.166,-85.699,320.5,1.1,1.1,2001-10-31,1647,T,73,5.1,295.6,24.1
32.159,-85.712,321,1.1,1.1,2001-10-31,1647,T,73,5.1,295.6,25.1
32.157,-85.701,312.1,1.1,1.1,2001-10-31,1647,T,48,5.1,295,13.3
33.163,-93.622,351.8,1.7,1.3,2001-10-31,1647,T,96,5.1,286.2,167.8
33.162,-93.604,349.8,1.7,1.3,2001-10-31,1647,T,95,5.1,286.2,157.6
32.307,-87.053,317,1,1,2001-10-31,1647,T,67,5.1,295.9,18
32.236,-87.008,324.4,1,1,2001-10-31,1647,T,77,5.1,295,28.4
32.452,-88.592,337,1,1,2001-10-31,1647,T,88,5.1,295.4,47.2
32.451,-88.581,342.4,1,1,2001-10-31,1647,T,91,5.1,296.8,57.5
32.205,-87.109,322.8,1,1,2001-10-31,1647,T,76,5.1,294.3,27
31.582,-83.513,328.3,1.5,1.2,2001-10-31,1647,T,81,5.1,295.3,52.1
32.858,-92.235,324.8,1.4,1.2,2001-10-31,1647,T,78,5.1,291.3,46.4
32.207,-87.609,322.1,1,1,2001-10-31,1647,T,75,5.1,296.9,24
32.199,-87.618,319,1,1,2001-10-31,1647,T,70,5.1,294.4,21.4
32.198,-87.607,325.5,1,1,2001-10-31,1647,T,79,5.1,293.7,29.7
32.194,-87.953,313.2,1,1,2001-10-31,1647,T,57,5.1,295.5,14.5
31.947,-86.467,314.1,1.1,1,2001-10-31,1647,T,60,5.1,295.3,15.6
31.945,-86.456,314.9,1.1,1,2001-10-31,1647,T,62,5.1,296.1,16.7
32.362,-90.033,312.7,1.1,1,2001-10-31,1647,T,55,5.1,295,14
31.708,-85.905,310.3,1.1,1,2001-10-31,1647,T,35,5.1,297.5,11.5
31.847,-87.005,320.6,1,1,2001-10-31,1647,T,73,5.1,296.6,22.9
31.838,-87.007,341.4,1,1,2001-10-31,1647,T,91,5.1,294.6,55.3
31.843,-87.643,337.7,1,1,2001-10-31,1647,T,88,5.1,294.3,47.9
31.842,-87.633,376.1,1,1,2001-10-31,1647,T,100,5.1,299.1,149.7
32.333,-91.639,313.5,1.3,1.1,2001-10-31,1647,T,58,5.1,290.9,21.8
31.198,-84.021,311.7,1.4,1.2,2001-10-31,1647,T,50,5.1,298.7,15.1
32.089,-89.984,312,1.1,1,2001-10-31,1647,T,52,5.1,294.5,14.8
32.088,-89.973,366.2,1.1,1,2001-10-31,1647,T,100,5.1,298.5,127.1
31.603,-86.919,319.1,1,1,2001-10-31,1647,T,71,5.1,295.3,22.4
31.493,-86.229,318.3,1.1,1,2001-10-31,1647,T,69,5.1,296.4,20.6
31.711,-87.683,321,1,1,2001-10-31,1647,T,73,5.1,294,24.1
31.709,-87.672,326.1,1,1,2001-10-31,1647,T,79,5.1,294.6,30.4
31.61,-87.084,314,1,1,2001-10-31,1647,T,60,5.1,296.1,14.2
31.601,-87.086,317.7,1,1,2001-10-31,1647,T,68,5.1,294.9,18.8
31.611,-87.515,321.5,1,1,2001-10-31,1647,T,74,5.1,294.6,24.4
31.61,-87.505,341.1,1,1,2001-10-31,1647,T,90,5.1,296,54.8
31.878,-89.494,376.4,1,1,2001-10-31,1647,T,100,5.1,301,156.5
31.876,-89.483,311.3,1,1,2001-10-31,1647,T,46,5.1,294.8,12.5
31.44,-87.121,348.6,1,1,2001-10-31,1647,T,94,5.1,296,70.9
31.438,-87.11,321,1,1,2001-10-31,1647,T,73,5.1,294.3,23.6
31.748,-89.619,319.5,1,1,2001-10-31,1647,T,71,5.1,295.2,22.6
31.747,-89.608,324.7,1,1,2001-10-31,1647,T,78,5.1,295.5,29.2
30.875,-84.109,320.3,1.4,1.2,2001-10-31,1647,T,72,5.1,297.6,30.8
30.865,-84.111,319,1.4,1.2,2001-10-31,1647,T,70,5.1,297.6,28
30.805,-84.021,338.1,1.4,1.2,2001-10-31,1647,T,89,5.1,297.7,77.6
31.8,-90.515,313.6,1.1,1.1,2001-10-31,1647,T,58,5.1,294.1,17.4
31.791,-90.516,334.8,1.1,1.1,2001-10-31,1647,T,86,5.1,294.4,49.2
31.98,-92.269,311.9,1.3,1.2,2001-10-31,1647,T,52,5.1,291.9,21.5
31.2,-86.649,330.9,1.1,1,2001-10-31,1647,T,84,5.1,294.4,39.1
31.198,-86.638,318,1.1,1,2001-10-31,1647,T,69,5.1,294.3,20.5
31.259,-87.504,314.9,1,1,2001-10-31,1647,T,62,5.1,294,15.6
31.257,-87.493,317.7,1,1,2001-10-31,1647,T,68,5.1,294.8,18.5
31.444,-89.482,314.4,1,1,2001-10-31,1647,T,61,5.1,295.8,17.5
31.265,-88.663,340.6,1,1,2001-10-31,1647,T,90,5.1,297.6,51.5
31.263,-88.653,348,1,1,2001-10-31,1647,T,94,5.1,297.6,66.6
30.547,-84.416,329.7,1.4,1.2,2001-10-31,1647,T,82,5.1,294.5,53.7
31.35,-89.738,326.1,1,1,2001-10-31,1647,T,79,5.1,295.2,29.7
31.348,-89.727,331.8,1,1,2001-10-31,1647,T,84,5.1,296.2,38.4
31.341,-89.739,325.6,1,1,2001-10-31,1647,T,79,5.1,295.1,30
31.339,-89.728,324.6,1,1,2001-10-31,1647,T,78,5.1,294.7,28.5
30.499,-84.384,340.9,1.4,1.2,2001-10-31,1647,T,90,5.1,295.5,82.1
30.497,-84.37,328.5,1.4,1.2,2001-10-31,1647,T,81,5.1,294.9,50.2
31.42,-90.416,310.3,1.1,1,2001-10-31,1647,T,36,5.1,293.3,13.7
30.982,-87.686,314.1,1,1,2001-10-31,1647,T,60,5.1,295.5,14.3
30.98,-87.675,322.9,1,1,2001-10-31,1647,T,76,5.1,297.3,24.5
30.739,-86.441,317.3,1.1,1,2001-10-31,1647,T,64,5.1,301.2,13.8
30.737,-86.43,310.6,1.1,1,2001-10-31,1647,T,12,5.1,299.4,6.5
31.509,-93.455,314.9,1.6,1.2,2001-10-31,1647,T,62,5.1,292,32.5
31.033,-89.571,314.6,1,1,2001-10-31,1647,T,62,5.1,295.8,15.4
31.025,-89.583,320.6,1,1,2001-10-31,1647,T,73,5.1,296.7,23
31.024,-89.573,372.7,1,1,2001-10-31,1647,T,100,5.1,299.6,140.8
30.874,-88.572,327.3,1,1,2001-10-31,1647,T,80,5.1,299.3,28.3
30.382,-86.287,316.4,1.1,1,2001-10-31,1647,T,62,5.1,296,18.1
31.265,-93.313,318.9,1.5,1.2,2001-10-31,1647,T,70,5.1,292.8,38
31.018,-92.21,314.4,1.3,1.1,2001-10-31,1647,T,61,5.1,297,17.6
31.016,-92.196,313.3,1.3,1.1,2001-10-31,1647,T,57,5.1,298.4,16.3
29.896,-84.767,332.9,1.3,1.1,2001-10-31,1647,T,85,5.1,291.7,57.9
29.359,-82.945,311,1.8,1.3,2001-10-31,1647,T,27,5.1,282.2,26.9
30.702,-91.528,313.1,1.2,1.1,2001-10-31,1647,T,47,5.1,299.3,14.3
30.7,-91.516,328.4,1.2,1.1,2001-10-31,1647,T,81,5.1,299.9,38.4
29.363,-82.95,316.8,1.8,1.3,2001-10-31,1647,T,67,5.1,283.6,42.7
30.765,-92.764,317.7,1.4,1.2,2001-10-31,1647,T,68,5.1,294.2,31.5
30.763,-92.75,315.5,1.4,1.2,2001-10-31,1647,T,64,5.1,293.4,27.5
30.757,-92.757,333,1.4,1.2,2001-10-31,1647,T,85,5.1,294.3,63.1
30.716,-94.142,311.7,1.7,1.3,2001-10-31,1648,T,37,5.1,290.2,26.4
30.422,-93.616,316.7,1.6,1.2,2001-10-31,1648,T,66,5.1,294,34
30.199,-92.161,311.3,1.3,1.1,2001-10-31,1648,T,48,5.1,295.5,13
30.148,-91.818,311.5,1.2,1.1,2001-10-31,1648,T,49,5.1,298.3,10.5
29.966,-91.745,321,1.2,1.1,2001-10-31,1648,T,73,5.1,299.3,23.7
29.765,-90.736,310.7,1.1,1,2001-10-31,1648,T,41,5.1,298.2,9
29.825,-91.428,314.1,1.2,1.1,2001-10-31,1648,T,55,5.1,299.3,17.4
29.735,-90.798,315.3,1.1,1,2001-10-31,1648,T,63,5.1,297.4,14.4
29.89,-93.974,320.9,1.6,1.2,2001-10-31,1648,T,73,5.1,295,39
29.888,-93.957,314.7,1.6,1.2,2001-10-31,1648,T,62,5.1,295.4,24
29.891,-93.981,311.4,1.6,1.2,2001-10-31,1648,T,48,5.1,294.6,19
29.889,-93.964,327.8,1.6,1.2,2001-10-31,1648,T,81,5.1,295.4,57.4
29.031,-95.282,314.9,1.9,1.4,2001-10-31,1648,T,62,5.1,296.1,34.1
46.134,-113.201,313.8,1.3,1.1,2001-10-31,1822,T,59,5.1,276.3,36.5
46.124,-113.203,330.3,1.3,1.1,2001-10-31,1822,T,83,5.1,276.1,67.2
42.199,-114.161,328.8,1.3,1.1,2001-10-31,1823,T,0,5.1,271.7,61.9
42.197,-114.146,326.3,1.3,1.1,2001-10-31,1823,T,0,5.1,273.9,57.7
36.123,-121.003,312.4,2.7,1.6,2001-10-31,1825,T,54,5.1,292.3,50.2
34.891,-111.46,332.5,1,1,2001-10-31,1825,T,85,5.1,288.6,40.1
34.882,-111.462,323.4,1,1,2001-10-31,1825,T,76,5.1,283.5,29.2
34.37,-110.845,344.5,1,1,2001-10-31,1825,T,92,5.1,293.4,65.1
34.192,-110.252,316.3,1.1,1,2001-10-31,1825,T,66,5.1,293.5,17.4
34.182,-110.254,317.5,1.1,1,2001-10-31,1825,T,68,5.1,293.4,19
34.211,-110.594,324.6,1.1,1,2001-10-31,1825,T,34,5.1,292.7,26.5
34.204,-110.608,347.1,1.1,1,2001-10-31,1825,T,94,5.1,295.6,67.8
34.198,-110.632,329.6,1.1,1,2001-10-31,1825,T,82,5.1,295.7,36.2
34.196,-110.621,324.8,1.1,1,2001-10-31,1825,T,16,5.1,293.9,27.1
34.087,-109.946,350.4,1.1,1,2001-10-31,1825,T,95,5.1,297.7,82.3
34.085,-109.935,369.2,1.1,1,2001-10-31,1825,T,100,5.1,299.2,142.9
34.083,-109.923,317.3,1.1,1,2001-10-31,1825,T,67,5.1,292.6,20.9
34.076,-109.937,323.8,1.1,1,2001-10-31,1825,T,77,5.1,292.6,30
33.836,-109.785,314.4,1.1,1.1,2001-10-31,1825,T,61,5.1,292.7,19.5
33.761,-109.772,351.3,1.1,1.1,2001-10-31,1825,T,96,5.1,295.2,89.2
33.759,-109.761,335.5,1.1,1.1,2001-10-31,1825,T,87,5.1,295.1,51.9
32.998,-110.771,326.6,1.1,1,2001-10-31,1826,T,80,5.1,305.8,21.5
32.663,-114.968,321.6,1.1,1,2001-10-31,1826,T,74,5.1,302.1,13.3
32.449,-115.144,315.7,1.1,1.1,2001-10-31,1826,T,64,5.1,301.1,8.7
32.327,-115.291,321.1,1.1,1.1,2001-10-31,1826,T,73,5.1,303,12.8
28.459,-106.845,323.1,2.1,1.4,2001-10-31,1827,T,76,5.1,301.5,45.4
28.455,-106.825,320.2,2.1,1.4,2001-10-31,1827,T,72,5.1,301,34.7
31.859,-84.175,308.1,1,1,2001-11-01,347,T,59,5.1,285.3,16.8
32.809,-82.588,305,1,1,2001-11-01,348,T,14,5.1,283.6,15.4
35.312,-85.465,327.5,1,1,2001-11-01,348,T,100,5.1,286.3,39.9
35.357,-85.597,327.4,1,1,2001-11-01,348,T,100,5.1,283.5,39.5
35.368,-85.588,306.1,1,1,2001-11-01,348,T,41,5.1,282.7,16.3
35.457,-85.362,312.9,1,1,2001-11-01,348,T,80,5.1,285.7,21.6
36.57,-83.126,305.8,1,1,2001-11-01,349,T,37,5.1,281.5,16.4
36.695,-83.918,305.8,1,1,2001-11-01,349,T,19,5.1,281.7,13.8
36.704,-83.92,307.6,1,1,2001-11-01,349,T,41,5.1,283.5,15.7
36.713,-83.922,317.7,1,1,2001-11-01,349,T,68,5.1,282.1,25.4
36.991,-83.626,311,1,1,2001-11-01,349,T,73,5.1,280.5,20.8
36.996,-83.803,323.1,1,1,2001-11-01,349,T,100,5.1,278.7,35.8
37.003,-83.816,322.1,1,1,2001-11-01,349,T,100,5.1,277.9,34.3
37.305,-81.784,313.7,1.2,1.1,2001-11-01,349,T,83,5.1,282,28.9
37.308,-81.777,308.8,1.2,1.1,2001-11-01,349,T,63,5.1,281.8,24
37.322,-81.739,318,1.2,1.1,2001-11-01,349,T,95,5.1,283.5,35.3
37.355,-81.623,315.3,1.2,1.1,2001-11-01,349,T,88,5.1,283.1,31.7
37.268,-82.449,310,1.1,1.1,2001-11-01,349,T,69,5.1,286.3,21
37.267,-82.461,320.2,1.1,1,2001-11-01,349,T,100,5.1,286.9,33.8
37.235,-83.736,312.3,1,1,2001-11-01,349,T,78,5.1,276.4,23.4
37.253,-83.735,305,1,1,2001-11-01,349,T,12,5.1,276.4,16.5
37.387,-82.748,308.3,1.1,1,2001-11-01,349,T,51,5.1,281.9,18.8
